BJD - 2454833, Corrected Flux,
2167.109124450, 1.000175914,
2167.129556245, 0.999955990,
2167.149987939, 1.000077367,
2167.170419533, 1.000123586,
2167.190851327, 1.000329081,
2167.211283020, 1.000016223,
2167.231714713, 1.000186684,
2167.252146406, 1.000166291,
2167.272578098, 0.999957119,
2167.293009790, 1.000068629,
2167.313441482, 0.999927536,
2167.354304965, 1.000239904,
2167.374736556, 1.000173485,
2167.395168246, 1.000194070,
2167.415600037, 1.000350190,
2167.456463317, 1.000240213,
2167.497326695, 1.000303810,
2167.538190173, 1.000242156,
2167.558621761, 1.000154567,
2167.599485237, 1.000162221,
2167.619916824, 1.000250544,
2167.640348511, 1.000248791,
2167.660780298, 1.000335612,
2167.681211885, 1.000334607,
2167.701643571, 1.000175068,
2167.722075357, 1.000078398,
2167.742507043, 1.000140618,
2167.762938628, 1.000369350,
2167.783370413, 1.000206633,
2167.803802098, 1.000280774,
2167.844665467, 1.000232145,
2167.865097150, 1.000240535,
2167.885528934, 1.000284367,
2167.905960518, 1.000427716,
2167.926392201, 1.000238663,
2167.946823983, 1.000215721,
2167.967255566, 1.000190937,
2167.987687248, 1.000146515,
2168.008119030, 1.000306099,
2168.028550612, 1.000414844,
2168.048982293, 1.000156935,
2168.089845655, 1.000106986,
2168.110277335, 0.999993264,
2168.130709016, 1.000300723,
2168.151140696, 1.000327191,
2168.171572375, 1.000312301,
2168.192004055, 1.000261098,
2168.212435734, 1.000290949,
2168.232867412, 1.000335262,
2168.253299191, 1.000164097,
2168.273730769, 1.000421784,
2168.294162447, 1.000290617,
2168.335026002, 1.000201156,
2168.355457679, 1.000287352,
2168.375889456, 1.000336992,
2168.396321132, 1.000271405,
2168.416752909, 1.000327586,
2168.437184485, 1.000366460,
2168.457616160, 1.000331979,
2168.478047936, 1.000180258,
2168.498479511, 1.000233604,
2168.518911186, 1.000301787,
2168.539342960, 1.000348070,
2168.580206208, 1.000299881,
2168.600637982, 1.000290845,
2168.621069656, 1.000285031,
2168.641501229, 1.000182519,
2168.661933002, 1.000280282,
2168.682364674, 1.000320363,
2168.702796247, 1.000320712,
2168.723228019, 1.000285220,
2168.743659690, 1.000301224,
2168.764091262, 1.000346059,
2168.784523033, 1.000376902,
2168.825386274, 1.000434701,
2168.845818045, 1.000236238,
2168.866249615, 1.000205623,
2168.886681285, 1.000004963,
2168.907113054, 1.000224034,
2168.927544624, 1.000243868,
2168.947976393, 1.000239235,
2168.968408061, 1.000303897,
2168.988839630, 1.000442724,
2169.009271398, 1.000518582,
2169.029703066, 1.000351946,
2169.070566401, 1.000463118,
2169.111429734, 1.000471943,
2169.131861401, 1.000391213,
2169.152293067, 1.000275485,
2169.172724733, 1.000275706,
2169.193156499, 1.000279004,
2169.213588064, 1.000306451,
2169.234019729, 1.000382098,
2169.254451494, 1.000338867,
2169.274883059, 1.000334715,
2169.315746487, 1.000327968,
2169.336178051, 1.000318654,
2169.356609714, 1.000326430,
2169.377041478, 1.000413222,
2169.397473041, 1.000312473,
2169.417904803, 1.000343938,
2169.438336466, 1.000359081,
2169.458768128, 1.000412780,
2169.479199790, 1.000208475,
2169.499631351, 1.000356410,
2169.520063113, 1.000364831,
2169.560926435, 1.000362929,
2169.581357995, 1.000429055,
2169.601789755, 1.000333557,
2169.622221415, 1.000343276,
2169.642652975, 1.000160048,
2169.663084735, 1.000108494,
2169.683516394, 1.000114614,
2169.703947953, 1.000266723,
2169.724379711, 1.000436106,
2169.744811370, 1.000415719,
2169.806106343, 1.000342374,
2169.826537901, 1.000633396,
2169.846969658, 1.000381435,
2169.867401314, 1.000329125,
2169.887833071, 1.000401422,
2169.908264627, 1.000327791,
2169.928696283, 1.000436336,
2169.949128039, 1.000430283,
2169.989991250, 1.000352349,
2170.010423005, 1.000444924,
2170.051286214, 1.000418702,
2170.071717968, 1.000396062,
2170.092149622, 1.000502968,
2170.112581175, 1.000309545,
2170.133012929, 1.000530098,
2170.153444582, 1.000365953,
2170.173876135, 1.000427260,
2170.194307887, 1.000413177,
2170.214739539, 1.000469113,
2170.235171092, 1.000344313,
2170.255602843, 1.000325574,
2170.296466046, 1.000401609,
2170.316897797, 1.000359575,
2170.337329348, 1.000333898,
2170.357760998, 1.000367336,
2170.378192749, 1.000459176,
2170.398624399, 1.000336046,
2170.419056049, 1.000302010,
2170.439487698, 1.000170783,
2170.459919347, 1.000205416,
2170.480350996, 1.000224883,
2170.500782645, 1.000392510,
2170.521214293, 1.000359533,
2170.541646041, 1.000444078,
2170.562077589, 1.000452359,
2170.582509237, 1.000440144,
2170.602940984, 1.000386137,
2170.623372531, 1.000472918,
2170.643804178, 1.000544968,
2170.664235925, 1.000249582,
2170.684667471, 1.000379747,
2170.725530863, 0.989724437,
2170.786825799, 0.987782526,
2170.807257344, 0.988628986,
2170.827688989, 0.991158513,
2170.848120733, 0.999298592,
2170.868552377, 1.000362907,
2170.888984021, 1.000320616,
2170.909415665, 1.000338256,
2170.929847308, 1.000258112,
2170.950278951, 1.000439346,
2171.032005521, 1.000466720,
2171.052437062, 1.000424456,
2171.072868804, 1.000453642,
2171.093300445, 1.000554369,
2171.113731986, 1.000357967,
2171.134163727, 1.000369909,
2171.154595368, 1.000359728,
2171.175026908, 1.000369014,
2171.195458648, 1.000328367,
2171.215890288, 1.000290200,
2171.277185206, 1.000328759,
2171.297616845, 1.000258633,
2171.318048483, 1.000375387,
2171.338480122, 1.000339297,
2171.358911859, 1.000565675,
2171.379343497, 1.000455786,
2171.399775035, 1.000354170,
2171.420206772, 1.000330082,
2171.440638409, 1.000368959,
2171.461069946, 1.000442387,
2171.481501683, 1.000526063,
2171.522364855, 1.000418096,
2171.542796591, 1.000492519,
2171.563228227, 1.000554883,
2171.583659762, 1.000527408,
2171.604091497, 1.000547740,
2171.624523132, 1.000583591,
2171.644954667, 1.000499620,
2171.665386401, 1.000390378,
2171.685818035, 1.000496228,
2171.706249569, 1.000494818,
2171.726681303, 1.000467624,
2171.747112936, 1.000391147,
2171.767544469, 1.000521783,
2171.787976202, 1.000315198,
2171.808407835, 1.000343811,
2171.828839467, 1.000349685,
2171.849271099, 1.000431857,
2171.869702731, 1.000411315,
2171.890134363, 1.000446388,
2171.910565995, 1.000446937,
2171.951429357, 1.000461104,
2171.971860887, 1.000404617,
2172.012724248, 1.000265659,
2172.033155778, 1.000114697,
2172.074019138, 1.000490862,
2172.094450667, 1.000368426,
2172.114882296, 1.000538430,
2172.135314025, 1.000529701,
2172.155745553, 1.000553124,
2172.176177182, 1.000380139,
2172.196608910, 1.000584299,
2172.257903793, 1.000320677,
2172.278335420, 1.000454270,
2172.298767047, 1.000529578,
2172.319198674, 1.000516820,
2172.339630300, 1.000463016,
2172.360061926, 1.000480300,
2172.380493552, 1.000435473,
2172.400925178, 1.000547788,
2172.421356804, 1.000408031,
2172.441788429, 1.000613175,
2172.462220054, 1.000422432,
2172.482651679, 1.000356762,
2172.503083303, 1.000516722,
2172.523514828, 1.000561449,
2172.543946552, 1.000603734,
2172.564378176, 1.000605505,
2172.584809799, 1.000442193,
2172.605241423, 1.000394875,
2172.625673046, 1.000516464,
2172.646104669, 1.000379191,
2172.666536291, 1.000451766,
2172.686967914, 1.000377122,
2172.748262780, 1.000450257,
2172.768694501, 1.000385227,
2172.789126123, 1.000204628,
2172.809557644, 1.000415579,
2172.829989365, 1.000225846,
2172.850420985, 1.000329090,
2172.870852506, 1.000420865,
2172.891284226, 1.000589637,
2172.911715846, 1.000555304,
2172.932147366, 1.000482188,
2172.952579085, 1.000453264,
2172.973010705, 1.000486659,
2172.993442224, 1.000532968,
2173.013873942, 1.000441903,
2173.034305561, 1.000435447,
2173.054737179, 1.000439907,
2173.075168797, 1.000434080,
2173.095600415, 1.000463132,
2173.116032033, 1.000369956,
2173.136463650, 1.000558670,
2173.156895268, 1.003385038,
2173.177326885, 1.006363102,
2173.238621834, 1.000538517,
2173.259053350, 1.000578554,
2173.279484966, 1.000195902,
2173.299916682, 0.999750350,
2173.320348197, 0.999457082,
2173.340779813, 0.999511474,
2173.361211527, 0.999454337,
2173.381643042, 0.999298482,
2173.402074657, 0.999429113,
2173.422506371, 0.999569233,
2173.442937885, 0.999936288,
2173.483801213, 1.000518586,
2173.504232726, 1.000289220,
2173.524664339, 1.000465908,
2173.545096052, 1.000473972,
2173.565527565, 1.000387493,
2173.585959277, 1.000380522,
2173.606390890, 1.000307078,
2173.626822502, 1.000293915,
2173.647254114, 1.000556656,
2173.728980559, 1.000384668,
2173.749412170, 1.000672494,
2173.769843880, 1.000515674,
2173.790275391, 1.000708164,
2173.810707001, 1.000710950,
2173.831138711, 1.000753747,
2173.851570220, 1.000434292,
2173.872001830, 1.000506656,
2173.892433439, 1.000471763,
2173.912865048, 1.000592337,
2173.933296557, 1.000505874,
2173.953728265, 1.000642664,
2173.974159874, 1.000891271,
2173.994591582, 1.000924138,
2174.015023090, 1.000887691,
2174.035454698, 1.000841949,
2174.055886405, 1.000733527,
2174.076318013, 1.000582337,
2174.096749519, 1.000707545,
2174.117181226, 1.000462421,
2174.137612833, 1.000657882,
2174.158044339, 1.000635121,
2174.219339158, 1.000649696,
2174.239770863, 1.000457086,
2174.260202468, 1.000611627,
2174.280633974, 1.000911217,
2174.301065679, 1.000563161,
2174.321497283, 1.000770182,
2174.341928788, 1.000587567,
2174.362360492, 1.000429261,
2174.382792096, 1.000512203,
2174.403223600, 1.000279998,
2174.464518610, 1.000686571,
2174.484950114, 1.000547558,
2174.505381717, 1.000577976,
2174.525813319, 1.000627503,
2174.546245022, 1.000547189,
2174.566676524, 1.000548959,
2174.587108126, 1.000646598,
2174.607539728, 1.000567458,
2174.627971329, 1.000695648,
2174.648403031, 1.000585802,
2174.668834532, 1.000458519,
2174.689266133, 1.000483500,
2174.709697833, 1.000539989,
2174.730129334, 1.000742209,
2174.750560934, 1.000686537,
2174.770992634, 1.000548909,
2174.791424134, 1.000499088,
2174.811855734, 1.000643980,
2174.832287434, 1.000756664,
2174.873150632, 0.996566598,
2174.893582231, 0.995851687,
2174.954877026, 0.988228687,
2174.975308625, 0.989437040,
2174.995740222, 0.994714186,
2175.016171820, 1.000583087,
2175.036603418, 1.000590833,
2175.057035115, 1.000566664,
2175.077466612, 1.000684972,
2175.097898209, 1.000597592,
2175.138761402, 1.000617193,
2175.200056190, 1.000345125,
2175.220487786, 1.000444673,
2175.240919481, 1.000889619,
2175.261350977, 1.000499436,
2175.281782671, 1.000552167,
2175.302214266, 1.000530330,
2175.322645761, 1.000632070,
2175.343077456, 1.000520131,
2175.363508950, 1.000556861,
2175.383940544, 1.000779764,
2175.404372238, 1.000664003,
2175.465667018, 1.000690487,
2175.486098611, 1.000686643,
2175.506530104, 1.000623200,
2175.526961797, 1.000620106,
2175.547393389, 1.000621749,
2175.567824882, 1.000752773,
2175.588256574, 1.000555115,
2175.608688166, 1.000648039,
2175.629119657, 1.000563210,
2175.649551349, 1.000546641,
2175.669982940, 1.000616467,
2175.690414631, 1.000685036,
2175.710846122, 1.000701896,
2175.731277713, 1.000644275,
2175.751709403, 1.000608343,
2175.772140894, 1.000600329,
2175.792572484, 1.000649340,
2175.813004174, 1.000531874,
2175.833435663, 1.000609310,
2175.853867253, 1.000717907,
2175.874298942, 1.000697410,
2175.915162020, 1.000616911,
2175.935593709, 1.000676975,
2175.956025298, 1.000493345,
2175.976456786, 1.000654311,
2175.996888475, 1.000433757,
2176.037751550, 1.000607286,
2176.058183238, 1.000555546,
2176.078614825, 1.000711945,
2176.099046413, 1.000556030,
2176.201204246, 1.000725706,
2176.221635932, 1.000661451,
2176.242067518, 1.000619741,
2176.262499004, 1.000646335,
2176.282930689, 1.000795195,
2176.303362275, 1.000797688,
2176.323793860, 1.000758272,
2176.344225445, 1.000495425,
2176.364657030, 1.000664292,
2176.425951783, 1.000759094,
2176.446383367, 1.000719482,
2176.466815051, 1.000674125,
2176.487246535, 1.000665961,
2176.507678219, 1.000570881,
2176.528109802, 1.000643445,
2176.548541285, 1.000605024,
2176.568972968, 1.000679992,
2176.589404551, 1.000633735,
2176.609836033, 1.000880788,
2176.671130780, 1.000612743,
2176.691562462, 1.000706424,
2176.711994044, 1.000788994,
2176.732425525, 1.000513325,
2176.752857206, 1.000483446,
2176.773288687, 1.000358746,
2176.793720269, 1.000344338,
2176.814151949, 1.000653423,
2176.834583530, 1.000558478,
2176.855015010, 1.000691912,
2176.875446691, 1.000663953,
2176.895878270, 1.000633254,
2176.916309850, 1.000700782,
2176.936741430, 1.000609476,
2176.957173010, 1.000702338,
2176.977604689, 1.000683958,
2176.998036168, 1.000754878,
2177.018467747, 1.000761362,
2177.059330904, 1.000664345,
2177.100194161, 1.000693908,
2177.120625639, 1.000690168,
2177.161488895, 1.000629319,
2177.181920372, 1.001032279,
2177.202351950, 1.000818400,
2177.222783627, 1.000689586,
2177.243215104, 1.000654969,
2177.263646681, 1.000625597,
2177.284078358, 1.000671287,
2177.304509934, 1.000653334,
2177.324941510, 1.000657983,
2177.345373087, 1.000769047,
2177.365804663, 1.000880371,
2177.406667814, 1.000819119,
2177.427099389, 1.000768243,
2177.447531065, 1.000674599,
2177.467962540, 1.000794188,
2177.488394115, 1.000703522,
2177.508825689, 1.000714180,
2177.529257264, 1.000537442,
2177.549688738, 1.000406000,
2177.570120413, 1.000557191,
2177.590551987, 1.000749178,
2177.651846708, 1.000736956,
2177.672278281, 1.000732672,
2177.692709855, 1.000743298,
2177.713141428, 1.000713942,
2177.733573101, 1.000622233,
2177.754004573, 1.000672068,
2177.774436146, 1.000836947,
2177.794867818, 1.000675145,
2177.815299390, 1.000987055,
2177.835730862, 1.000747178,
2177.897025578, 1.000504026,
2177.917457249, 1.000915002,
2177.937888820, 1.000674186,
2177.958320291, 1.000676609,
2177.978751962, 1.000820486,
2177.999183533, 1.000808396,
2178.019615003, 1.000638011,
2178.040046674, 1.000675181,
2178.060478244, 1.000770272,
2178.080909714, 1.000700515,
2178.101341384, 1.000810916,
2178.121772954, 1.000795714,
2178.142204523, 1.000662212,
2178.162636093, 1.000898295,
2178.183067662, 1.000665644,
2178.203499231, 1.000802031,
2178.223930800, 1.000808155,
2178.244362368, 1.000679960,
2178.264793937, 1.000679909,
2178.285225505, 1.000747519,
2178.305657074, 1.000689862,
2178.326088642, 1.000511605,
2178.346520210, 1.000512265,
2178.366951777, 1.000908857,
2178.387383445, 1.000686933,
2178.407814912, 1.000631487,
2178.428246480, 1.000765573,
2178.448678147, 1.000704792,
2178.469109614, 1.000719462,
2178.489541181, 1.000853180,
2178.509972847, 1.000864204,
2178.530404313, 1.001895856,
2178.550835980, 1.000870479,
2178.571267546, 1.000697140,
2178.591699012, 1.000867367,
2178.632562244, 1.000687156,
2178.652993809, 1.000792909,
2178.673425374, 1.000929774,
2178.693856940, 1.000819475,
2178.714288505, 1.000893985,
2178.755151634, 1.000751993,
2178.775583199, 1.000794898,
2178.796014863, 1.001009534,
2178.816446328, 1.000663540,
2178.836877892, 1.000717228,
2178.857309556, 1.000836702,
2178.877741020, 1.000745252,
2178.898172683, 1.000771179,
2178.918604147, 1.000887920,
2178.939035710, 1.000815055,
2178.959467373, 1.000833082,
2178.979898836, 1.000729108,
2179.000330399, 1.000834656,
2179.020762062, 0.998402136,
2179.122919773, 0.999834370,
2179.143351435, 0.997948009,
2179.163782897, 1.003047780,
2179.184214458, 1.001398088,
2179.204646119, 1.000342311,
2179.225077681, 1.000506061,
2179.245509142, 1.000824050,
2179.265940803, 1.000729179,
2179.286372363, 1.001765288,
2179.306804024, 1.000889534,
2179.327235484, 1.000866562,
2179.368098705, 1.000861193,
2179.388530165, 1.000942188,
2179.408961725, 1.000998518,
2179.429393384, 1.000846688,
2179.449824844, 1.000786269,
2179.490688063, 1.000792980,
2179.511119522, 1.000871601,
2179.531551081, 1.000718361,
2179.551982740, 1.000815547,
2179.572414198, 1.000887023,
2179.592845757, 1.000760357,
2179.613277415, 1.000894205,
2179.633708873, 1.000689332,
2179.654140531, 1.000828593,
2179.674572089, 1.000862029,
2179.695003547, 1.000866838,
2179.715435205, 1.000852110,
2179.735866763, 1.000890386,
2179.756298220, 1.000904889,
2179.776729877, 1.000837815,
2179.797161434, 1.000916491,
2179.817592891, 1.001031017,
2179.838024548, 1.000863508,
2179.858456105, 1.000842110,
2179.878887561, 1.000861803,
2179.899319217, 1.000699065,
2179.919750774, 1.000600342,
2179.940182230, 1.000658442,
2179.960613886, 1.000760495,
2179.981045441, 1.000743672,
2180.021908553, 1.000881869,
2180.103634773, 1.001018495,
2180.124066428, 1.000925403,
2180.144497983, 1.000854281,
2180.164929437, 1.000935280,
2180.185361092, 1.000948947,
2180.205792646, 1.000907274,
2180.226224100, 1.000898590,
2180.246655754, 1.000958975,
2180.287518762, 1.000982231,
2180.348813422, 1.002590266,
2180.369245075, 1.000317247,
2180.389676528, 1.000898224,
2180.410108181, 1.000896425,
2180.430539734, 1.000962833,
2180.450971187, 1.001057462,
2180.471402839, 1.000883857,
2180.491834392, 1.000969806,
2180.512265944, 1.000817904,
2180.532697496, 1.000897821,
2180.553129048, 1.000935378,
2180.573560600, 1.000858215,
2180.593992151, 1.000886795,
2180.614423703, 1.000848169,
2180.634855254, 1.000870737,
2180.655286906, 1.000751138,
2180.675718357, 1.000879135,
2180.696149908, 1.000657981,
2180.716581559, 1.000683078,
2180.737013010, 1.000779310,
2180.757444660, 1.000870715,
2180.777876211, 1.000991410,
2180.798307661, 1.001049494,
2180.818739312, 1.000726547,
2180.839170862, 1.000936852,
2180.859602312, 1.000965602,
2180.880033962, 1.000880947,
2180.900465511, 1.000831589,
2180.920896961, 1.000945515,
2180.941328610, 1.000948380,
2180.961760160, 1.000939775,
2180.982191709, 1.000781930,
2181.002623258, 1.000998148,
2181.023054807, 1.000843575,
2181.043486356, 1.001010562,
2181.063917904, 1.000982162,
2181.084349453, 1.000975415,
2181.104781002, 1.000838721,
2181.125212550, 1.000968636,
2181.145644098, 1.000944608,
2181.166075646, 1.000862505,
2181.186507194, 1.001069565,
2181.206938742, 1.001043926,
2181.227370390, 1.001009180,
2181.247801837, 1.000786942,
2181.268233385, 1.000974680,
2181.288665032, 1.000948066,
2181.329528026, 1.000980841,
2181.349959673, 1.000877128,
2181.370391120, 1.000994654,
2181.390822667, 1.000930456,
2181.411254313, 1.000998273,
2181.431685760, 1.001057040,
2181.452117306, 1.001016565,
2181.472548952, 1.000866707,
2181.492980498, 1.000769648,
2181.513412044, 1.000866514,
2181.533843590, 1.000899576,
2181.554275136, 1.001176955,
2181.574706682, 1.001191891,
2181.595138227, 1.000982393,
2181.615569772, 1.001072050,
2181.636001318, 1.001165949,
2181.656432863, 1.001113118,
2181.676864408, 1.001022915,
2181.717727498, 1.001164844,
2181.738159042, 1.000970772,
2181.758590587, 1.001034134,
2181.840316764, 1.000953607,
2181.860748408, 1.000987095,
2181.881179851, 1.001220709,
2181.901611395, 1.001056805,
2181.922043039, 1.001290475,
2181.942474482, 1.001122386,
2181.962906026, 1.001067937,
2181.983337669, 1.001031964,
2182.003769112, 1.001011395,
2182.024200655, 1.001105631,
2182.044632298, 1.001133192,
2182.065063841, 1.001126942,
2182.085495283, 1.001080131,
2182.105926926, 1.001088234,
2182.126358468, 1.000998199,
2182.146789911, 1.001086205,
2182.167221553, 1.001213021,
2182.187653095, 1.001013241,
2182.208084737, 1.001015171,
2182.228516179, 1.001205720,
2182.248947721, 1.001077674,
2182.269379363, 1.000916888,
2182.289810804, 1.001038484,
2182.310242346, 1.000589683,
2182.330673987, 1.000175708,
2182.351105428, 1.000110898,
2182.371536969, 1.000093542,
2182.391968610, 1.000169041,
2182.412400051, 1.000104756,
2182.432831592, 1.000161736,
2182.453263133, 1.000222970,
2182.473694673, 1.000499320,
2182.494126214, 1.001105288,
2182.534989294, 1.001052382,
2182.555420934, 1.001018868,
2182.575852474, 1.001188968,
2182.596283914, 1.001184322,
2182.616715554, 1.001097567,
2182.637147094, 1.001295517,
2182.657578533, 1.001148511,
2182.678010173, 1.001080824,
2182.698441712, 1.001020976,
2182.718873151, 1.001088591,
2182.739304791, 1.001251253,
2182.800599408, 1.001105803,
2182.821030946, 1.001000160,
2182.861894024, 1.001173821,
2182.882325562, 1.001394175,
2182.902757200, 1.001127936,
2182.923188639, 1.001264514,
2182.943620177, 1.000996797,
2182.964051815, 1.001062057,
2182.984483253, 1.001132545,
2183.004914791, 1.001070961,
2183.025346428, 1.001216300,
2183.045777966, 1.001069352,
2183.066209403, 1.001069788,
2183.086641041, 1.000947023,
2183.107072578, 1.000941391,
2183.127504015, 1.001137578,
2183.147935652, 1.001098332,
2183.168367089, 1.001132265,
2183.188798626, 0.994762989,
2183.209230263, 0.989966016,
2183.229661700, 0.988779762,
2183.250093337, 0.988333142,
2183.290956309, 0.989808763,
2183.311387946, 0.994059017,
2183.331819482, 1.001210048,
2183.352250918, 1.001220560,
2183.372682554, 1.001124186,
2183.393114090, 1.001181015,
2183.413545626, 1.001164602,
2183.433977162, 1.001230115,
2183.454408697, 1.001365360,
2183.474840233, 1.001188787,
2183.536134839, 1.001497387,
2183.556566474, 1.001249646,
2183.576997909, 1.001271022,
2183.597429544, 1.001325287,
2183.617861079, 1.001239270,
2183.638292514, 1.001330838,
2183.658724149, 1.001382996,
2183.679155683, 1.001132132,
2183.699587118, 1.001241233,
2183.720018752, 1.001192997,
2183.740450286, 1.001350565,
2183.781313355, 1.001190937,
2183.801744889, 1.001175982,
2183.822176323, 1.001108715,
2183.842607957, 1.001128348,
2183.863039490, 1.001036241,
2183.883471024, 1.000936230,
2183.903902558, 1.001004978,
2183.924334091, 1.001181945,
2183.944765625, 1.001228961,
2183.965197158, 1.001493577,
2183.985628691, 1.001236962,
2184.006060224, 1.001325557,
2184.026491757, 1.001357443,
2184.046923290, 1.001398797,
2184.067354923, 1.001402028,
2184.087786356, 1.001426131,
2184.108217889, 1.001377192,
2184.128649521, 1.001379091,
2184.149080954, 1.001386690,
2184.169512486, 1.001490726,
2184.189944119, 1.001318924,
2184.210375551, 1.001418164,
2184.230807083, 1.001234094,
2184.271670147, 1.001246797,
2184.292101779, 1.001304339,
2184.312533311, 1.001231567,
2184.332964743, 1.001296267,
2184.353396374, 1.001204149,
2184.373827906, 1.001270218,
2184.394259438, 1.001378360,
2184.414690969, 1.001425303,
2184.435122500, 1.001683160,
2184.455554032, 1.001781241,
2184.475985563, 1.001411728,
2184.496417094, 1.001325610,
2184.516848625, 1.001210373,
2184.537280256, 1.001370593,
2184.557711687, 1.001169549,
2184.578143217, 1.001513784,
2184.598574848, 1.001460341,
2184.619006279, 1.001406935,
2184.639437909, 1.001235546,
2184.659869340, 1.001081156,
2184.680300870, 1.001068605,
2184.700732500, 1.001405596,
2184.721163931, 1.001500784,
2184.741595461, 1.001410885,
2184.762027091, 1.001445640,
2184.782458521, 1.001209841,
2184.802890050, 1.001330060,
2184.823321680, 1.001354359,
2184.843753110, 1.001300626,
2184.864184640, 1.001255232,
2184.884616269, 1.001387810,
2184.905047799, 1.001361872,
2184.945910857, 1.001481313,
2184.966342387, 1.001389305,
2185.007205445, 1.001304889,
2185.027636974, 1.001257532,
2185.068500032, 1.001242587,
2185.088931561, 1.001334455,
2185.129794618, 1.001313388,
2185.150226147, 1.001379243,
2185.170657775, 1.001436313,
2185.191089204, 1.001470677,
2185.252383789, 1.001375702,
2185.293246945, 1.001374374,
2185.313678373, 1.001506992,
2185.334110001, 1.001589780,
2185.354541429, 1.001450229,
2185.374973056, 1.001525433,
2185.395404584, 1.001295187,
2185.415836112, 1.001243256,
2185.497562122, 1.001393096,
2185.517993749, 1.001373884,
2185.538425276, 1.001230751,
2185.558856703, 1.001295979,
2185.579288330, 1.001439125,
2185.599719857, 1.001440209,
2185.620151484, 1.001386205,
2185.640582911, 1.001281773,
2185.661014438, 1.001404983,
2185.681446065, 1.001433234,
2185.701877491, 1.001349118,
2185.722309018, 1.001403365,
2185.742740645, 1.001379517,
2185.763172071, 1.001455726,
2185.783603598, 1.001467667,
2185.804035224, 1.001350797,
2185.824466650, 1.001424167,
2185.844898176, 1.001324424,
2185.865329803, 1.001358864,
2185.885761329, 1.001489908,
2185.906192755, 1.001262660,
2185.926624381, 1.001364680,
2185.947055907, 1.001393297,
2185.967487432, 1.001446228,
2185.987918958, 1.001578262,
2186.008350484, 1.001530006,
2186.028782009, 1.001431486,
2186.049213535, 1.001420939,
2186.069644961, 1.001398010,
2186.090076586, 1.001431375,
2186.110508112, 1.001430441,
2186.130939537, 1.001489330,
2186.151371162, 1.001394261,
2186.171802687, 1.001319913,
2186.192234112, 1.001635934,
2186.212665738, 1.001308995,
2186.233097263, 1.001352917,
2186.253528788, 1.001281322,
2186.273960313, 1.001218712,
2186.294391837, 1.001521054,
2186.314823462, 1.001509054,
2186.335254887, 1.001424333,
2186.355686412, 1.001569353,
2186.376118036, 1.001503926,
2186.396549461, 1.001560150,
2186.416980985, 1.001444765,
2186.437412610, 1.001414858,
2186.457844134, 1.001444721,
2186.478275559, 1.001553466,
2186.498707183, 1.001422884,
2186.519138707, 1.001464333,
2186.539570131, 1.001502998,
2186.560001755, 1.001553318,
2186.580433279, 1.001508140,
2186.600864903, 1.001606204,
2186.621296327, 1.001391690,
2186.641727851, 1.001369489,
2186.723453946, 1.001511212,
2186.743885470, 1.001515967,
2186.764316994, 1.001476640,
2186.784748517, 1.001535420,
2186.805180041, 1.001584771,
2186.825611564, 1.001599035,
2186.846043087, 1.001483635,
2186.866474611, 1.001544070,
2186.886906134, 1.001530487,
2186.907337657, 1.001458334,
2186.927769180, 1.001715005,
2186.948200804, 1.001762992,
2186.968632327, 1.001761907,
2186.989063750, 1.001571197,
2187.009495373, 1.001319672,
2187.029926895, 1.001335566,
2187.050358318, 1.001318869,
2187.070789941, 1.001578923,
2187.091221464, 1.001671316,
2187.111652887, 1.001661974,
2187.132084509, 1.001729443,
2187.152516032, 1.001601016,
2187.172947454, 1.001813766,
2187.213810599, 1.001484901,
2187.234242022, 1.001552074,
2187.254673644, 1.001623058,
2187.275105167, 1.001576638,
2187.295536789, 1.001452231,
2187.315968211, 1.001523319,
2187.336399733, 1.000103851,
2187.356831356, 0.991871219,
2187.377262778, 0.989739596,
2187.397694300, 0.988954120,
2187.418125922, 0.989006073,
2187.438557344, 0.989718355,
2187.458988866, 0.991341760,
2187.479420488, 0.998612489,
2187.499851910, 1.001735513,
2187.520283431, 1.001832015,
2187.540715053, 1.001768899,
2187.561146475, 1.001773235,
2187.581578097, 1.001799120,
2187.602009618, 1.001645169,
2187.622441040, 1.001602161,
2187.642872661, 1.001575473,
2187.663304183, 1.001591491,
2187.683735604, 1.001613858,
2187.704167226, 1.001422551,
2187.724598747, 1.001665059,
2187.745030169, 1.001696744,
2187.765461790, 1.001467232,
2187.785893311, 1.001495416,
2187.806324832, 1.001301066,
2187.826756353, 1.001249738,
2187.847187875, 1.001534860,
2187.867619496, 1.001530176,
2187.888050917, 1.001566220,
2187.908482438, 1.001616226,
2187.928914059, 1.001581990,
2187.949345580, 1.001517675,
2187.969777001, 1.001696835,
2187.990208622, 1.001560688,
2188.010640143, 1.001602059,
2188.031071563, 1.001874014,
2188.051503184, 1.001606252,
2188.071934705, 1.001645829,
2188.092366126, 1.001692898,
2188.112797746, 1.001667230,
2188.133229267, 1.001602814,
2188.153660688, 1.001640577,
2188.174092308, 1.001631550,
2188.194523729, 1.001727720,
2188.214955349, 1.001680832,
2188.235386870, 1.001767409,
2188.255818290, 1.001709197,
2188.276249911, 1.001856564,
2188.296681431, 1.001762463,
2188.317112951, 1.001736898,
2188.337544472, 1.001640367,
2188.357975992, 1.001661734,
2188.378407512, 1.001844131,
2188.398839033, 1.001559567,
2188.419270553, 1.001668497,
2188.439702073, 1.001746190,
2188.460133693, 1.001756286,
