BJD - 2454833, Corrected Flux
3425.207027489, 0.997350720,
3425.227459467, 0.997418855,
3425.247891644, 0.996812325,
3425.268323721, 0.997267405,
3425.288755897, 0.997241226,
3425.309187874, 0.997037489,
3425.329619949, 0.997227445,
3425.350052124, 0.997578469,
3425.370484099, 0.997006048,
3425.390916173, 0.997271268,
3425.411348347, 0.997327874,
3425.431780321, 0.997825463,
3425.452212394, 0.997190501,
3425.472644466, 0.997277891,
3425.493076538, 0.997074850,
3425.513508610, 0.996904456,
3425.533940681, 0.997082987,
3425.554372753, 0.997183038,
3425.574804823, 0.997180173,
3425.615668963, 0.997198791,
3425.636101032, 0.997188563,
3425.656533200, 0.997043898,
3425.676965169, 0.996929934,
3425.697397237, 0.997101503,
3425.717829404, 0.996836855,
3425.738261372, 0.997146704,
3425.758693438, 0.997187924,
3425.779125605, 0.996925377,
3425.799557571, 0.997032664,
3425.819989636, 0.997144075,
3425.840421801, 0.997057739,
3425.860853865, 0.997034680,
3425.881285830, 0.996796985,
3425.901717993, 0.996724956,
3425.922150057, 0.996977107,
3425.942582019, 0.997276637,
3425.963014182, 0.997474745,
3425.983446244, 0.997146282,
3426.003878206, 0.996913411,
3426.024310367, 0.997004568,
3426.044742428, 0.996989398,
3426.065174388, 0.996977807,
3426.085606548, 0.996984761,
3426.106038608, 0.997088194,
3426.126470567, 0.996890097,
3426.146902726, 0.996550250,
3426.167334784, 0.996965831,
3426.187766842, 0.996916393,
3426.208198899, 0.996935126,
3426.228630957, 0.997457332,
3426.249063013, 0.996848746,
3426.269495069, 0.996883007,
3426.289927125, 0.996699565,
3426.310359180, 0.996867486,
3426.351223290, 0.996696699,
3426.371655344, 0.996821625,
3426.392087398, 0.996669922,
3426.412519451, 0.996830008,
3426.432951404, 0.996913464,
3426.453383557, 0.996639191,
3426.473815608, 0.996464734,
3426.494247760, 0.996498741,
3426.514679711, 0.996457563,
3426.535111762, 0.996617385,
3426.555543913, 0.996485531,
3426.575975863, 0.996628025,
3426.596407912, 0.996544014,
3426.616840061, 0.996767022,
3426.637272010, 0.996864460,
3426.657704059, 0.996666215,
3426.678136206, 0.996450503,
3426.698568254, 0.996479352,
3426.719000201, 0.996433546,
3426.739432348, 0.996694510,
3426.759864394, 0.996612839,
3426.780296340, 0.996692131,
3426.800728485, 0.996469270,
3426.821160530, 0.996444174,
3426.841592475, 0.996705788,
3426.862024619, 0.996349199,
3426.882456663, 0.996422644,
3426.902888606, 0.996574240,
3426.923320749, 0.996434599,
3426.943752792, 0.996463790,
3426.964184734, 0.996461871,
3426.984616876, 0.996594543,
3427.005048917, 0.996236788,
3427.025480958, 0.996491029,
3427.045912999, 0.996466703,
3427.066345039, 0.996315688,
3427.086777078, 0.996295324,
3427.107209118, 0.996743886,
3427.127641157, 0.996571483,
3427.148073095, 0.996362949,
3427.168505233, 0.996827013,
3427.188937271, 0.996622407,
3427.209369308, 0.996253866,
3427.229801345, 0.996525731,
3427.250233381, 0.996375263,
3427.270665318, 0.996966268,
3427.291097453, 0.996584183,
3427.311529489, 0.996259371,
3427.331961423, 0.996271027,
3427.352393558, 0.996323464,
3427.372825592, 0.996185876,
3427.393257625, 0.996377591,
3427.413689658, 0.995810199,
3427.434121691, 0.995541433,
3427.454553724, 0.995077704,
3427.474985756, 0.995176036,
3427.495417787, 0.995069141,
3427.515849819, 0.995498938,
3427.536281949, 0.996196722,
3427.556713880, 0.996234634,
3427.577145910, 0.996368715,
3427.597578039, 0.996107304,
3427.618009968, 0.996698511,
3427.638441997, 0.996328906,
3427.658874126, 0.996229273,
3427.679306054, 0.996353150,
3427.699738081, 0.996383703,
3427.720170208, 0.996030788,
3427.740602135, 0.996280385,
3427.761034161, 0.996159764,
3427.781466287, 0.996530964,
3427.801898213, 0.996223621,
3427.822330338, 0.996215311,
3427.842762363, 0.996391136,
3427.863194387, 0.996345237,
3427.883626411, 0.996335059,
3427.904058434, 0.996314554,
3427.924490458, 0.996350349,
3427.944922480, 0.996145341,
3427.965354503, 0.996433148,
3427.985786425, 0.996183600,
3428.006218546, 0.996231974,
3428.026650567, 0.996257334,
3428.047082488, 0.996353526,
3428.067514608, 0.996279164,
3428.087946628, 0.996167523,
3428.108378548, 0.996513860,
3428.128810667, 0.996471596,
3428.149242686, 0.996598592,
3428.169674604, 0.996535734,
3428.190106722, 0.996500837,
3428.210538740, 0.996279007,
3428.230970757, 0.996616326,
3428.251402774, 0.996307062,
3428.271834790, 0.995994644,
3428.333130836, 0.996587926,
3428.353562851, 0.996519848,
3428.373994966, 0.996302561,
3428.394426880, 0.996503813,
3428.414858893, 0.996561872,
3428.435291007, 0.996467158,
3428.455722919, 0.996118601,
3428.476154932, 0.996364983,
3428.496587044, 0.996287795,
3428.517018955, 0.996510542,
3428.537450967, 0.996609792,
3428.557883077, 0.996494950,
3428.578314988, 0.996675657,
3428.598746998, 0.996454901,
3428.619179108, 0.996475425,
3428.639611017, 0.996594590,
3428.660043026, 0.996101287,
3428.680475134, 0.996441580,
3428.700907142, 0.996486847,
3428.721339050, 0.996376583,
3428.741771157, 0.996604545,
3428.762203164, 0.996337759,
3428.782635070, 0.996446329,
3428.803067176, 0.996443993,
3428.884795097, 0.996484131,
3428.905227101, 0.996545902,
3428.925659205, 0.996573383,
3428.946091108, 0.997179797,
3428.966523111, 0.996669281,
3428.986955214, 0.996579990,
3429.007387116, 0.996849399,
3429.027819118, 0.996565450,
3429.048251220, 0.996883646,
3429.068683220, 0.996536141,
3429.089115121, 0.996564917,
3429.109547221, 0.996871154,
3429.129979221, 0.996788058,
3429.170843220, 0.996950428,
3429.191275219, 0.996925673,
3429.211707317, 0.996927548,
3429.252571212, 0.996414356,
3429.273003310, 0.997168102,
3429.293435206, 0.996272659,
3429.313867203, 0.996463448,
3429.334299299, 0.996599914,
3429.354731194, 0.996557530,
3429.375163190, 0.996672486,
3429.395595284, 0.996382000,
3429.416027179, 0.996418109,
3429.436459173, 0.996376867,
3429.456891267, 0.996395131,
3429.477323160, 0.996525552,
3429.497755153, 0.996416204,
3429.538619237, 0.996815711,
3429.559051129, 0.996470871,
3429.579483220, 0.996804168,
3429.599915212, 0.996620011,
3429.620347102, 0.996528379,
3429.640779193, 0.996625724,
3429.661211082, 0.996661321,
3429.681643072, 0.996261083,
3429.702075161, 0.996772502,
3429.722507050, 0.996678754,
3429.742939038, 0.996595456,
3429.763371126, 0.996547284,
3429.783803013, 0.996536055,
3429.804235001, 0.996386768,
3429.824667087, 0.996573012,
3429.845098974, 0.996558139,
3429.865530960, 0.996636870,
3429.885963045, 0.996688396,
3429.906395031, 0.996522691,
3429.926826915, 0.996652443,
3429.947259000, 0.997232034,
3429.967690984, 0.996146361,
3429.988122868, 0.996083385,
3430.008554951, 0.996400319,
3430.028986934, 0.996525374,
3430.049418817, 0.996412959,
3430.069850899, 0.996586973,
3430.090282881, 0.996729370,
3430.110714763, 0.996427829,
3430.131146843, 0.996846459,
3430.151578824, 0.996452021,
3430.172010705, 0.996562282,
3430.192442785, 0.996530094,
3430.212874764, 0.996564423,
3430.233306743, 0.996760802,
3430.274170700, 0.996507618,
3430.294602678, 0.996377036,
3430.315034656, 0.996417360,
3430.335466634, 0.996432757,
3430.355898610, 0.996755972,
3430.376330687, 0.996517218,
3430.396762563, 0.996417060,
3430.417194539, 0.996439309,
3430.437626514, 0.996531873,
3430.458058490, 0.996322290,
3430.498922439, 0.996541081,
3430.519354412, 0.996708988,
3430.539786486, 0.996557783,
3430.560218359, 0.996628718,
3430.580650332, 0.996435831,
3430.601082405, 0.996864791,
3430.621514277, 0.996694598,
3430.641946248, 0.996437960,
3430.662378320, 0.996711528,
3430.682810191, 0.996622875,
3430.703242161, 0.996647118,
3430.723674232, 0.996357710,
3430.764538071, 0.996622646,
3430.784970140, 0.996526310,
3430.805402109, 0.996851986,
3430.825833977, 0.996569364,
3430.846266045, 0.996328749,
3430.866698013, 0.996627259,
3430.887129880, 0.996787504,
3430.907561947, 0.996624659,
3430.927993913, 0.996931981,
3430.948425779, 0.996700395,
3430.968857845, 1.000071204,
3431.009721675, 0.996371991,
3431.030153740, 0.996713620,
3431.050585704, 0.996797766,
3431.071017668, 0.996607985,
3431.091449632, 0.996664341,
3431.111881595, 0.997603788,
3431.132313558, 0.996818144,
3431.152745520, 0.996361582,
3431.173177483, 0.996481507,
3431.193609444, 0.996481020,
3431.214041505, 0.996857764,
3431.254905327, 0.996405209,
3431.275337287, 0.996496785,
3431.295769247, 0.996601581,
3431.316201207, 0.996295302,
3431.336633166, 0.996631236,
3431.357065124, 0.996508168,
3431.377496983, 0.996763017,
3431.397929041, 0.996685697,
3431.418360999, 0.996686095,
3431.438792856, 0.996916249,
3431.459224913, 0.996482901,
3431.479656870, 0.996597475,
3431.500088826, 0.996986914,
3431.520520781, 0.996803018,
3431.540952737, 0.996635987,
3431.561384692, 0.996426417,
3431.581816747, 0.996670510,
3431.602248601, 0.996550355,
3431.622680655, 0.996477178,
3431.643112609, 0.996647325,
3431.663544462, 0.996417920,
3431.683976515, 0.996449614,
3432.010887713, 0.996756534,
3432.031319660, 0.996689206,
3432.051751706, 0.996771485,
3432.072183552, 0.996559820,
3432.092615398, 0.996351999,
3432.113047444, 0.996609567,
3432.133479389, 0.996867765,
3432.153911333, 0.996877937,
3432.174343278, 0.996512521,
3432.194775221, 0.996580659,
3432.235639108, 0.996616143,
3432.256071051, 0.996495981,
3432.276502894, 0.996748698,
3432.296934936, 0.996576215,
3432.317366878, 0.996532242,
3432.337798819, 0.996584095,
3432.358230760, 0.996630044,
3432.378662701, 0.996867843,
3432.399094641, 0.996469925,
3432.419526681, 0.996338050,
3432.439958521, 0.996725383,
3432.460390460, 0.996650068,
3432.480822499, 0.996747396,
3432.501254338, 0.996716727,
3432.521686276, 0.996826971,
3432.542118314, 0.996991903,
3432.562550152, 0.996728527,
3432.582982089, 0.996756362,
3432.603414126, 0.996561075,
3432.623845962, 0.996559070,
3432.644277898, 0.996541121,
3432.664709934, 0.996664803,
3432.685141769, 0.996840868,
3432.726005739, 0.996906151,
3432.746437674, 0.997015027,
3432.766869607, 0.996841722,
3432.787301541, 0.996635375,
3432.807733475, 0.997085706,
3432.828165407, 0.996828031,
3432.848597340, 0.996910796,
3432.869029272, 0.996659381,
3432.889461304, 0.996637290,
3432.909893136, 0.996874240,
3432.930324967, 0.996810585,
3432.950756998, 0.996741227,
3432.971188928, 0.996779592,
3432.991620759, 0.996867975,
3433.012052788, 0.996696027,
3433.032484718, 0.996693385,
3433.073348576, 0.996873426,
3433.093780504, 0.996734282,
3433.114212332, 0.996936035,
3433.134644360, 0.996885718,
3433.155076287, 0.996643595,
3433.175508214, 0.996509350,
3433.216372068, 0.997071932,
3433.236803993, 0.996788645,
3433.257236019, 0.996912074,
3433.277667844, 0.996880029,
3433.298099769, 0.996771778,
3433.318531794, 0.996583532,
3433.338963618, 0.996644285,
3433.359395542, 0.996821203,
3433.379827566, 0.996788897,
3433.400259389, 0.996868810,
3433.461555157, 0.996735518,
3433.481987078, 0.996830018,
3433.502419100, 0.997006709,
3433.522850921, 0.996965357,
3433.543282842, 0.996581807,
3433.563714862, 0.996736588,
3433.584146782, 0.996981091,
3433.604578602, 0.996737376,
3433.625010622, 0.996958952,
3433.645442541, 0.996901116,
3433.665874359, 0.996817598,
3433.686306378, 0.996934626,
3433.706738296, 0.996852869,
3433.727170214, 0.997026792,
3433.747602131, 0.996780037,
3433.768033948, 0.996456261,
3433.788465965, 0.996901605,
3433.808897881, 0.996763766,
3433.829329697, 0.996990387,
3433.849761713, 0.996628645,
3433.870193628, 0.996911753,
3433.890625443, 0.996834322,
3433.911057458, 0.996987914,
3433.931489372, 0.996724802,
3433.951921186, 0.996836372,
3433.972353200, 0.996866281,
3433.992785113, 0.996609370,
3434.013217026, 0.997112936,
3434.033648939, 0.997009931,
3434.054080851, 0.996538719,
3434.074512763, 0.996643781,
3434.094944775, 0.997214798,
3434.115376586, 0.997027112,
3434.135808497, 0.996767992,
3434.156240507, 0.996520597,
3434.197104228, 0.996823184,
3434.217536237, 0.996684545,
3434.237968046, 0.996753585,
3434.258399955, 0.996957120,
3434.278831964, 0.996757930,
3434.299263772, 0.996813010,
3434.319695680, 0.996851894,
3434.340127688, 0.996918155,
3434.360559495, 0.996683262,
3434.380991402, 0.996760788,
3434.401423408, 0.996784738,
3434.421855315, 0.997121338,
3434.442287121, 0.997243612,
3434.462719126, 0.996859709,
3434.483151031, 0.996919302,
3434.503582836, 0.996709079,
3434.524014841, 0.996856050,
3434.544446745, 0.997030875,
3434.564878549, 0.996883403,
3434.585310553, 0.997225979,
3434.605742356, 0.996601834,
3434.626174259, 0.997296120,
3434.646606261, 0.996908994,
3434.687470065, 0.996754090,
3434.707901967, 0.997028154,
3434.728333768, 0.997177276,
3434.748765769, 0.997111504,
3434.769197670, 0.996885705,
3434.789629470, 0.997208740,
3434.810061470, 0.996842176,
3434.830493369, 0.997103884,
3434.850925269, 0.997075443,
3434.871357168, 0.996923782,
3434.891789066, 0.997486159,
3434.912220964, 0.996706511,
3434.932652962, 0.996796524,
3434.953084760, 0.997178634,
3434.973516657, 0.997108865,
3434.993948654, 0.996986160,
3435.014380451, 0.997247276,
3435.034812347, 0.996931346,
3435.055244343, 0.996889707,
3435.075676139, 0.997425013,
3435.096108034, 0.996874323,
3435.116540029, 0.996936929,
3435.136971824, 0.996815260,
3435.177835712, 0.997303540,
3435.198267506, 0.997245904,
3435.218699399, 0.996916394,
3435.239131392, 0.997206026,
3435.259563285, 0.996961260,
3435.279995077, 0.997362537,
3435.300427069, 0.997039515,
3435.320858961, 0.997282137,
3435.341290752, 0.996759839,
3435.361722743, 0.996954226,
3435.382154534, 0.997024864,
3435.402586425, 0.997565586,
3435.423018415, 0.997057904,
3435.443450204, 0.996963444,
3435.463882094, 0.997101996,
3435.484314083, 0.997058675,
3435.504745872, 0.997140737,
3435.525177760, 0.997277077,
3435.545609749, 0.997180557,
3435.566041536, 0.996933522,
3435.586473524, 0.997308019,
3435.606905411, 0.997284284,
3435.627337198, 0.996921747,
3435.647769184, 0.997176418,
3435.668201071, 0.997159910,
3435.688632957, 0.997159571,
3435.709064842, 0.997318059,
3435.729496727, 0.997063565,
3435.749928612, 0.997266286,
3435.790792381, 0.997229439,
3435.811224265, 0.997396225,
3435.831656249, 0.997199310,
3435.852088032, 0.997464967,
3435.872519915, 0.997057377,
3435.913383680, 0.997099905,
3435.933815562, 0.997155026,
3435.954247544, 0.997339478,
3435.974679325, 0.996998649,
3435.995111207, 0.996760978,
3436.015543188, 0.997337009,
3436.035974968, 0.997263641,
3436.056406848, 0.997604541,
3436.076838828, 0.996919446,
3436.097270707, 0.997521998,
3436.117702487, 0.997140940,
3436.158566344, 0.997077115,
3436.178998122, 0.997016822,
3436.199430100, 0.997015686,
3436.219861878, 0.996884802,
3436.240293755, 0.997230925,
3436.260725732, 0.997119297,
3436.281157509, 0.996659660,
3436.301589385, 0.996062407,
3436.322021361, 0.996230839,
3436.342453137, 0.996046079,
3436.362885013, 0.996250762,
3436.403748762, 0.997366515,
3436.424180737, 0.997076318,
3436.444612611, 0.997624030,
3436.465044385, 0.997232883,
3436.485476358, 0.997241573,
3436.505908231, 0.996931868,
3436.526340105, 0.997301247,
3436.546771977, 0.997079903,
3436.567203849, 1.000580286,
3436.587635721, 0.997312423,
3436.608067693, 0.997072236,
3436.648931335, 0.997209232,
3436.669363306, 0.997438826,
3436.689795076, 0.997362264,
3436.710226947, 0.997520713,
3436.730658916, 1.001154050,
3436.751090686, 0.997329552,
3436.771522555, 0.997565156,
3436.791954524, 0.997356471,
3436.812386292, 0.997361871,
3436.832818161, 0.997232964,
3436.853250129, 0.997228833,
3436.873681896, 0.997336519,
3436.894113763, 0.997135789,
3436.914545730, 0.997377651,
3436.934977597, 0.997542267,
3436.955409364, 0.997112411,
3436.975841330, 0.997500857,
3436.996273195, 0.996910870,
3437.016704961, 0.997267305,
3437.037136926, 0.997095562,
3437.057568691, 0.997137996,
3437.078000555, 0.997288778,
3437.098432520, 0.996810023,
3437.139296147, 0.997109290,
3437.159728111, 0.997382597,
3437.180159874, 0.997307868,
3437.200591736, 0.997147701,
3437.221023699, 0.996915769,
3437.241455461, 0.997805521,
3437.261887423, 0.997242220,
3437.282319284, 0.997268894,
3437.302751045, 0.997275619,
3437.323183006, 0.997034753,
3437.343614867, 0.997118591,
3437.384478587, 0.997275899,
3437.404910447, 0.997307802,
3437.425342306, 0.997544532,
3437.445774265, 0.997079910,
3437.466206024, 0.997669985,
3437.486637882, 0.997176422,
3437.507069840, 0.997750604,
3437.527501598, 0.997219955,
3437.547933456, 0.997875738,
3437.568365413, 0.997380619,
3437.588797170, 0.997177225,
3437.629660983, 0.997494254,
3437.650092739, 0.997214063,
3437.670524595, 0.997295432,
3437.690956550, 0.997496647,
3437.711388305, 0.997616749,
3437.731820160, 0.997515291,
3437.752252115, 0.997404938,
3437.772683869, 0.997442156,
3437.793115723, 0.997500683,
3437.813547676, 0.997144120,
3437.833979530, 0.997322740,
3437.854411283, 0.997434691,
3437.874843235, 0.997395247,
3437.895274988, 0.997243994,
3437.915706840, 0.997488467,
3437.936138792, 0.997216009,
3437.956570544, 0.997518995,
3437.977002395, 0.997395200,
3437.997434346, 0.997393686,
3438.017866096, 0.997602249,
3438.038297947, 0.997661312,
3438.058729897, 0.997277198,
3438.079161647, 0.997292824,
3438.120025445, 0.997405825,
3438.140457194, 0.997343736,
3438.160889143, 0.997575136,
3438.181320991, 0.997449611,
3438.201752839, 0.997308373,
3438.222184686, 0.997490711,
3438.242616534, 0.997258358,
3438.263048381, 0.998856299,
3438.283480328, 0.997513950,
3438.303912074, 0.997667114,
3438.324343921, 0.997588136,
3438.344775866, 0.997726548,
3438.365207612, 0.997381553,
3438.385639457, 0.997241638,
3438.406071403, 0.997646424,
3438.426503147, 0.997624342,
3438.446934992, 0.997694534,
3438.467366936, 0.997605200,
3438.487798680, 0.997500605,
3438.508230523, 0.998732037,
3438.528662467, 0.997692704,
3438.549094210, 0.997827564,
3438.569526052, 0.997490165,
3438.610389737, 0.997526442,
3438.630821579, 1.000073331,
3438.651253520, 0.997558165,
3438.671685262, 0.997489900,
3438.692117103, 0.997529175,
3438.712549043, 0.997629570,
3438.732980784, 0.997373060,
3438.753412624, 0.997673619,
3438.773844563, 0.997998243,
3438.794276303, 0.997514955,
3438.814708142, 0.997832949,
3438.835140081, 0.997827583,
3438.855571820, 0.997751479,
3438.876003658, 0.997437526,
3438.896435596, 0.997473661,
3438.916867334, 0.997644240,
3438.937299272, 0.997575455,
3438.957731109, 0.997504681,
3438.978162846, 0.997763195,
3438.998594782, 0.997697359,
3439.019026619, 0.997806695,
3439.039458455, 0.997775940,
3439.059890291, 0.997740400,
3439.100753961, 0.997587309,
3439.121185896, 0.997390800,
3439.141617631, 0.997813570,
3439.162049465, 0.997792515,
3439.182481399, 0.997630722,
3439.202913133, 0.997634677,
3439.223344967, 0.997688046,
3439.243776900, 0.997741475,
3439.264208633, 0.997757423,
3439.284640466, 0.997420817,
3439.305072398, 0.997479011,
3439.345935962, 0.998163005,
3439.366367793, 0.997789725,
3439.386799625, 1.007570174,
3439.407231455, 0.997764257,
3439.427663386, 0.998024281,
3439.448095116, 0.997784836,
3439.468526947, 0.997694715,
3439.488958877, 0.997847726,
3439.509390606, 0.997981335,
3439.529822435, 0.997636466,
3439.550254364, 0.998005828,
3439.570686093, 0.997853767,
3439.591117921, 0.997877378,
3439.611549849, 0.997270160,
3439.631981577, 0.997851539,
3439.652413405, 0.997682377,
3439.672845332, 0.997622130,
3439.693277059, 0.998317257,
3439.713708986, 0.997702720,
3439.734140813, 0.998091144,
3439.754572539, 0.997734662,
3439.775004464, 0.997681302,
3439.795436290, 0.998102680,
3439.836299941, 0.997702192,
3439.856731765, 0.997805785,
3439.877163590, 0.997759951,
3439.897595414, 0.997763282,
3439.918027238, 0.998054821,
3439.938459062, 0.997500593,
3439.958890985, 0.997585344,
3439.979322708, 0.997664610,
3439.999754531, 0.997918226,
3440.020186454, 0.998101827,
3440.040618176, 0.997689312,
3440.081481920, 0.997847713,
3440.101913641, 0.997710057,
3440.122345463, 0.997683608,
3440.142777384, 0.997552480,
3440.163209104, 0.998128470,
3440.183640924, 0.998281709,
3440.204072745, 0.997647703,
3440.224504564, 0.997580509,
3440.244936384, 0.997578858,
3440.265368203, 0.998024777,
3440.285800022, 0.997831798,
3440.306231841, 0.997983092,
3440.326663759, 0.997866123,
3440.347095478, 0.997887812,
3440.367527296, 0.997961797,
3440.387959213, 0.997979475,
3440.408390931, 0.997816527,
3440.428822748, 0.998003208,
3440.449254665, 0.997984715,
3440.469686381, 0.997887984,
3440.490118297, 0.998015815,
3440.510550113, 0.997913725,
3440.530981829, 0.997992327,
