Radius(pc) TotalMass DiskMass BulgeMass 
37463.00 198216130401.45 157362234280.17 26369445344.79 
37464.00 198216322030.10 157362339505.50 26369445351.55 
37465.00 198216513633.87 157362444711.29 26369445358.31 
37466.00 198216705212.78 157362549897.57 26369445365.06 
37467.00 198216896766.82 157362655064.33 26369445371.81 
37468.00 198217088296.00 157362760211.58 26369445378.56 
37469.00 198217279800.32 157362865339.32 26369445385.31 
37470.00 198217471279.79 157362970447.55 26369445392.06 
37471.00 198217662734.41 157363075536.29 26369445398.80 
37472.00 198217854164.18 157363180605.52 26369445405.55 
37473.00 198218045569.11 157363285655.26 26369445412.29 
37474.00 198218236949.21 157363390685.50 26369445419.03 
37475.00 198218428304.47 157363495696.26 26369445425.77 
37476.00 198218619634.90 157363600687.53 26369445432.51 
37477.00 198218810940.50 157363705659.33 26369445439.25 
37478.00 198219002221.29 157363810611.64 26369445445.98 
37479.00 198219193477.25 157363915544.48 26369445452.71 
37480.00 198219384708.40 157364020457.86 26369445459.45 
37481.00 198219575914.75 157364125351.76 26369445466.17 
37482.00 198219767096.28 157364230226.20 26369445472.90 
37483.00 198219958253.02 157364335081.19 26369445479.63 
37484.00 198220149384.95 157364439916.72 26369445486.36 
37485.00 198220340492.10 157364544732.79 26369445493.08 
37486.00 198220531574.45 157364649529.42 26369445499.80 
37487.00 198220722632.01 157364754306.60 26369445506.52 
37488.00 198220913664.80 157364859064.34 26369445513.24 
37489.00 198221104672.80 157364963802.64 26369445519.96 
37490.00 198221295656.03 157365068521.51 26369445526.67 
37491.00 198221486614.50 157365173220.95 26369445533.39 
37492.00 198221677548.19 157365277900.96 26369445540.10 
37493.00 198221868457.12 157365382561.55 26369445546.81 
37494.00 198222059341.30 157365487202.71 26369445553.52 
37495.00 198222250200.72 157365591824.46 26369445560.23 
37496.00 198222441035.38 157365696426.80 26369445566.93 
37497.00 198222631845.31 157365801009.73 26369445573.64 
37498.00 198222822630.49 157365905573.25 26369445580.34 
37499.00 198223013390.93 157366010117.37 26369445587.04 
37500.00 198223204126.63 157366114642.09 26369445593.74 
37501.00 198223394837.61 157366219147.42 26369445600.44 
37502.00 198223585523.86 157366323633.35 26369445607.14 
37503.00 198223776185.38 157366428099.90 26369445613.83 
37504.00 198223966822.19 157366532547.06 26369445620.53 
37505.00 198224157434.28 157366636974.85 26369445627.22 
37506.00 198224348021.66 157366741383.25 26369445633.91 
37507.00 198224538584.33 157366845772.28 26369445640.60 
37508.00 198224729122.30 157366950141.94 26369445647.29 
37509.00 198224919635.57 157367054492.23 26369445653.97 
37510.00 198225110124.15 157367158823.16 26369445660.66 
37511.00 198225300588.03 157367263134.74 26369445667.34 
37512.00 198225491027.23 157367367426.95 26369445674.02 
37513.00 198225681441.74 157367471699.81 26369445680.70 
37514.00 198225871831.58 157367575953.33 26369445687.38 
37515.00 198226062196.73 157367680187.50 26369445694.06 
37516.00 198226252537.22 157367784402.32 26369445700.73 
37517.00 198226442853.04 157367888597.81 26369445707.40 
37518.00 198226633144.19 157367992773.97 26369445714.08 
37519.00 198226823410.69 157368096930.79 26369445720.75 
37520.00 198227013652.52 157368201068.28 26369445727.41 
37521.00 198227203869.71 157368305186.46 26369445734.08 
37522.00 198227394062.25 157368409285.31 26369445740.75 
37523.00 198227584230.14 157368513364.84 26369445747.41 
37524.00 198227774373.40 157368617425.06 26369445754.07 
37525.00 198227964492.02 157368721465.97 26369445760.73 
37526.00 198228154586.00 157368825487.58 26369445767.39 
37527.00 198228344655.36 157368929489.88 26369445774.05 
37528.00 198228534700.09 157369033472.88 26369445780.71 
37529.00 198228724720.20 157369137436.59 26369445787.36 
37530.00 198228914715.70 157369241381.01 26369445794.02 
37531.00 198229104686.58 157369345306.13 26369445800.67 
37532.00 198229294632.85 157369449211.97 26369445807.32 
37533.00 198229484554.52 157369553098.53 26369445813.97 
37534.00 198229674451.59 157369656965.82 26369445820.61 
37535.00 198229864324.06 157369760813.82 26369445827.26 
37536.00 198230054171.94 157369864642.56 26369445833.90 
37537.00 198230243995.23 157369968452.03 26369445840.54 
37538.00 198230433793.93 157370072242.24 26369445847.18 
37539.00 198230623568.05 157370176013.18 26369445853.82 
37540.00 198230813317.60 157370279764.87 26369445860.46 
37541.00 198231003042.57 157370383497.31 26369445867.10 
37542.00 198231192742.97 157370487210.49 26369445873.73 
37543.00 198231382418.80 157370590904.43 26369445880.36 
37544.00 198231572070.08 157370694579.13 26369445886.99 
37545.00 198231761696.79 157370798234.59 26369445893.62 
37546.00 198231951298.96 157370901870.81 26369445900.25 
37547.00 198232140876.57 157371005487.81 26369445906.88 
37548.00 198232330429.63 157371109085.57 26369445913.50 
37549.00 198232519958.16 157371212664.11 26369445920.13 
37550.00 198232709462.14 157371316223.42 26369445926.75 
37551.00 198232898941.59 157371419763.52 26369445933.37 
37552.00 198233088396.51 157371523284.41 26369445939.99 
37553.00 198233277826.91 157371626786.08 26369445946.60 
37554.00 198233467232.78 157371730268.55 26369445953.22 
37555.00 198233656614.13 157371833731.81 26369445959.83 
37556.00 198233845970.97 157371937175.87 26369445966.45 
37557.00 198234035303.30 157372040600.74 26369445973.06 
37558.00 198234224611.12 157372144006.41 26369445979.67 
37559.00 198234413894.44 157372247392.89 26369445986.28 
37560.00 198234603153.25 157372350760.19 26369445992.88 
37561.00 198234792387.58 157372454108.31 26369445999.49 
37562.00 198234981597.41 157372557437.24 26369446006.09 
37563.00 198235170782.75 157372660747.00 26369446012.69 
37564.00 198235359943.61 157372764037.59 26369446019.29 
37565.00 198235549079.99 157372867309.01 26369446025.89 
37566.00 198235738191.90 157372970561.27 26369446032.49 
37567.00 198235927279.33 157373073794.36 26369446039.08 
37568.00 198236116342.29 157373177008.29 26369446045.68 
37569.00 198236305380.80 157373280203.08 26369446052.27 
37570.00 198236494394.84 157373383378.71 26369446058.86 
37571.00 198236683384.42 157373486535.19 26369446065.45 
37572.00 198236872349.55 157373589672.53 26369446072.04 
37573.00 198237061290.24 157373692790.73 26369446078.62 
37574.00 198237250206.48 157373795889.79 26369446085.21 
37575.00 198237439098.27 157373898969.72 26369446091.79 
37576.00 198237627965.64 157374002030.52 26369446098.37 
37577.00 198237816808.57 157374105072.19 26369446104.95 
37578.00 198238005627.07 157374208094.74 26369446111.53 
37579.00 198238194421.14 157374311098.17 26369446118.11 
37580.00 198238383190.79 157374414082.48 26369446124.69 
37581.00 198238571936.03 157374517047.69 26369446131.26 
37582.00 198238760656.85 157374619993.78 26369446137.83 
37583.00 198238949353.27 157374722920.77 26369446144.40 
37584.00 198239138025.28 157374825828.66 26369446150.97 
37585.00 198239326672.88 157374928717.44 26369446157.54 
37586.00 198239515296.09 157375031587.14 26369446164.11 
37587.00 198239703894.90 157375134437.74 26369446170.67 
37588.00 198239892469.33 157375237269.26 26369446177.23 
37589.00 198240081019.37 157375340081.69 26369446183.80 
37590.00 198240269545.02 157375442875.04 26369446190.36 
37591.00 198240458046.30 157375545649.31 26369446196.91 
37592.00 198240646523.20 157375648404.51 26369446203.47 
37593.00 198240834975.74 157375751140.64 26369446210.03 
37594.00 198241023403.90 157375853857.70 26369446216.58 
37595.00 198241211807.70 157375956555.70 26369446223.13 
37596.00 198241400187.15 157376059234.64 26369446229.68 
37597.00 198241588542.24 157376161894.53 26369446236.23 
37598.00 198241776872.98 157376264535.36 26369446242.78 
37599.00 198241965179.37 157376367157.14 26369446249.33 
37600.00 198242153461.41 157376469759.88 26369446255.87 
37601.00 198242341719.12 157376572343.57 26369446262.42 
37602.00 198242529952.49 157376674908.23 26369446268.96 
37603.00 198242718161.53 157376777453.85 26369446275.50 
37604.00 198242906346.24 157376879980.44 26369446282.04 
37605.00 198243094506.63 157376982488.00 26369446288.57 
37606.00 198243282642.70 157377084976.54 26369446295.11 
37607.00 198243470754.45 157377187446.05 26369446301.64 
37608.00 198243658841.89 157377289896.55 26369446308.17 
37609.00 198243846905.02 157377392328.03 26369446314.71 
37610.00 198244034943.84 157377494740.50 26369446321.23 
37611.00 198244222958.37 157377597133.97 26369446327.76 
37612.00 198244410948.60 157377699508.43 26369446334.29 
37613.00 198244598914.53 157377801863.89 26369446340.81 
37614.00 198244786856.18 157377904200.36 26369446347.34 
37615.00 198244974773.54 157378006517.83 26369446353.86 
37616.00 198245162666.62 157378108816.31 26369446360.38 
37617.00 198245350535.42 157378211095.81 26369446366.90 
37618.00 198245538379.94 157378313356.32 26369446373.42 
37619.00 198245726200.20 157378415597.85 26369446379.93 
37620.00 198245913996.19 157378517820.41 26369446386.45 
37621.00 198246101767.92 157378620024.00 26369446392.96 
37622.00 198246289515.39 157378722208.61 26369446399.47 
37623.00 198246477238.61 157378824374.27 26369446405.98 
37624.00 198246664937.58 157378926520.96 26369446412.49 
37625.00 198246852612.30 157379028648.69 26369446418.99 
37626.00 198247040262.77 157379130757.46 26369446425.50 
37627.00 198247227889.01 157379232847.29 26369446432.00 
37628.00 198247415491.01 157379334918.16 26369446438.50 
37629.00 198247603068.79 157379436970.10 26369446445.00 
37630.00 198247790622.33 157379539003.09 26369446451.50 
37631.00 198247978151.65 157379641017.14 26369446458.00 
37632.00 198248165656.75 157379743012.26 26369446464.50 
37633.00 198248353137.64 157379844988.45 26369446470.99 
37634.00 198248540594.31 157379946945.71 26369446477.48 
37635.00 198248728026.78 157380048884.05 26369446483.97 
37636.00 198248915435.04 157380150803.47 26369446490.46 
37637.00 198249102819.10 157380252703.97 26369446496.95 
37638.00 198249290178.96 157380354585.56 26369446503.44 
37639.00 198249477514.63 157380456448.24 26369446509.92 
37640.00 198249664826.12 157380558292.02 26369446516.41 
37641.00 198249852113.41 157380660116.89 26369446522.89 
37642.00 198250039376.53 157380761922.86 26369446529.37 
37643.00 198250226615.47 157380863709.93 26369446535.85 
37644.00 198250413830.24 157380965478.12 26369446542.33 
37645.00 198250601020.83 157381067227.41 26369446548.80 
37646.00 198250788187.26 157381168957.82 26369446555.28 
37647.00 198250975329.53 157381270669.35 26369446561.75 
37648.00 198251162447.64 157381372362.00 26369446568.22 
37649.00 198251349541.60 157381474035.77 26369446574.69 
37650.00 198251536611.41 157381575690.67 26369446581.16 
37651.00 198251723657.07 157381677326.71 26369446587.63 
37652.00 198251910678.59 157381778943.87 26369446594.09 
37653.00 198252097675.97 157381880542.18 26369446600.56 
37654.00 198252284649.21 157381982121.63 26369446607.02 
37655.00 198252471598.32 157382083682.23 26369446613.48 
37656.00 198252658523.31 157382185223.98 26369446619.94 
37657.00 198252845424.17 157382286746.88 26369446626.40 
37658.00 198253032300.91 157382388250.93 26369446632.86 
37659.00 198253219153.54 157382489736.14 26369446639.31 
37660.00 198253405982.06 157382591202.52 26369446645.76 
37661.00 198253592786.46 157382692650.07 26369446652.22 
37662.00 198253779566.77 157382794078.78 26369446658.67 
37663.00 198253966322.97 157382895488.67 26369446665.12 
37664.00 198254153055.08 157382996879.73 26369446671.56 
37665.00 198254339763.09 157383098251.98 26369446678.01 
37666.00 198254526447.01 157383199605.41 26369446684.45 
37667.00 198254713106.85 157383300940.03 26369446690.90 
37668.00 198254899742.61 157383402255.83 26369446697.34 
37669.00 198255086354.29 157383503552.83 26369446703.78 
37670.00 198255272941.90 157383604831.03 26369446710.22 
37671.00 198255459505.44 157383706090.43 26369446716.65 
37672.00 198255646044.91 157383807331.04 26369446723.09 
37673.00 198255832560.32 157383908552.85 26369446729.52 
37674.00 198256019051.68 157384009755.88 26369446735.95 
37675.00 198256205518.97 157384110940.12 26369446742.38 
37676.00 198256391962.22 157384212105.58 26369446748.81 
37677.00 198256578381.42 157384313252.26 26369446755.24 
37678.00 198256764776.58 157384414380.16 26369446761.67 
37679.00 198256951147.70 157384515489.30 26369446768.09 
37680.00 198257137494.78 157384616579.66 26369446774.52 
37681.00 198257323817.83 157384717651.26 26369446780.94 
37682.00 198257510116.86 157384818704.11 26369446787.36 
37683.00 198257696391.86 157384919738.19 26369446793.78 
37684.00 198257882642.84 157385020753.52 26369446800.19 
37685.00 198258068869.81 157385121750.10 26369446806.61 
37686.00 198258255072.76 157385222727.93 26369446813.02 
37687.00 198258441251.71 157385323687.02 26369446819.44 
37688.00 198258627406.65 157385424627.37 26369446825.85 
37689.00 198258813537.58 157385525548.98 26369446832.26 
37690.00 198258999644.53 157385626451.86 26369446838.67 
37691.00 198259185727.48 157385727336.01 26369446845.07 
37692.00 198259371786.44 157385828201.43 26369446851.48 
37693.00 198259557821.41 157385929048.13 26369446857.88 
37694.00 198259743832.40 157386029876.11 26369446864.28 
37695.00 198259929819.42 157386130685.37 26369446870.69 
37696.00 198260115782.46 157386231475.92 26369446877.08 
37697.00 198260301721.53 157386332247.76 26369446883.48 
37698.00 198260487636.63 157386433000.90 26369446889.88 
37699.00 198260673527.78 157386533735.33 26369446896.27 
37700.00 198260859394.96 157386634451.07 26369446902.67 
37701.00 198261045238.19 157386735148.11 26369446909.06 
37702.00 198261231057.46 157386835826.45 26369446915.45 
37703.00 198261416852.79 157386936486.11 26369446921.84 
37704.00 198261602624.18 157387037127.08 26369446928.22 
37705.00 198261788371.62 157387137749.38 26369446934.61 
37706.00 198261974095.13 157387238352.99 26369446941.00 
37707.00 198262159794.71 157387338937.93 26369446947.38 
37708.00 198262345470.36 157387439504.19 26369446953.76 
37709.00 198262531122.09 157387540051.79 26369446960.14 
37710.00 198262716749.89 157387640580.73 26369446966.52 
37711.00 198262902353.78 157387741091.00 26369446972.89 
37712.00 198263087933.76 157387841582.61 26369446979.27 
37713.00 198263273489.82 157387942055.57 26369446985.64 
37714.00 198263459021.98 157388042509.88 26369446992.02 
37715.00 198263644530.24 157388142945.55 26369446998.39 
37716.00 198263830014.60 157388243362.57 26369447004.76 
37717.00 198264015475.07 157388343760.94 26369447011.12 
37718.00 198264200911.65 157388444140.68 26369447017.49 
37719.00 198264386324.34 157388544501.79 26369447023.86 
37720.00 198264571713.14 157388644844.27 26369447030.22 
37721.00 198264757078.07 157388745168.12 26369447036.58 
37722.00 198264942419.13 157388845473.34 26369447042.94 
37723.00 198265127736.31 157388945759.95 26369447049.30 
37724.00 198265313029.62 157389046027.94 26369447055.66 
37725.00 198265498299.07 157389146277.32 26369447062.01 
37726.00 198265683544.67 157389246508.08 26369447068.37 
37727.00 198265868766.40 157389346720.24 26369447074.72 
37728.00 198266053964.28 157389446913.80 26369447081.07 
37729.00 198266239138.32 157389547088.76 26369447087.42 
37730.00 198266424288.51 157389647245.12 26369447093.77 
37731.00 198266609414.86 157389747382.89 26369447100.12 
37732.00 198266794517.37 157389847502.07 26369447106.46 
37733.00 198266979596.05 157389947602.66 26369447112.81 
37734.00 198267164650.90 157390047684.67 26369447119.15 
37735.00 198267349681.92 157390147748.10 26369447125.49 
