      0.00000  1.23914e-31
      10.0000  1.24057e-31
      20.0000  1.24486e-31
      30.0000  1.25204e-31
      40.0000  1.26217e-31
      50.0000  1.27531e-31
      60.0000  1.29156e-31
      70.0000  1.31103e-31
      80.0000  1.33385e-31
      90.0000  1.36019e-31
      100.000  1.39023e-31
      110.000  1.42421e-31
      120.000  1.46237e-31
      130.000  1.50499e-31
      140.000  1.55241e-31
      150.000  1.60500e-31
      160.000  1.66316e-31
      170.000  1.72736e-31
      180.000  1.79815e-31
      190.000  1.87611e-31
      200.000  1.96190e-31
      210.000  2.05630e-31
      220.000  2.16013e-31
      230.000  2.27435e-31
      240.000  2.40005e-31
      250.000  2.53843e-31
      260.000  2.69085e-31
      270.000  2.85886e-31
      280.000  3.04421e-31
      290.000  3.24886e-31
      300.000  3.47505e-31
      310.000  3.72532e-31
      320.000  4.00255e-31
      330.000  4.31001e-31
      340.000  4.65142e-31
      350.000  5.03104e-31
      360.000  5.45372e-31
      370.000  5.92498e-31
      380.000  6.45119e-31
      390.000  7.03960e-31
      400.000  7.69857e-31
      410.000  8.43768e-31
      420.000  9.26798e-31
      430.000  1.02022e-30
      440.000  1.12550e-30
      450.000  1.24434e-30
      460.000  1.37870e-30
      470.000  1.53087e-30
      480.000  1.70349e-30
      490.000  1.89964e-30
      500.000  2.12290e-30
      510.000  2.37747e-30
      520.000  2.66821e-30
      530.000  3.00086e-30
      540.000  3.38210e-30
      550.000  3.81981e-30
      560.000  4.32320e-30
      570.000  4.90317e-30
      580.000  5.57252e-30
      590.000  6.34639e-30
      600.000  7.24269e-30
      610.000  8.28258e-30
      620.000  9.49123e-30
      630.000  1.08985e-29
      640.000  1.25399e-29
      650.000  1.44578e-29
      660.000  1.67027e-29
      670.000  1.93350e-29
      680.000  2.24271e-29
      690.000  2.60655e-29
      700.000  3.03544e-29
      710.000  3.54190e-29
      720.000  4.14101e-29
      730.000  4.85095e-29
      740.000  5.69371e-29
      750.000  6.69587e-29
      760.000  7.88967e-29
      770.000  9.31422e-29
      780.000  1.10170e-28
      790.000  1.30561e-28
      800.000  1.55018e-28
      810.000  1.84406e-28
      820.000  2.19776e-28
      830.000  2.62422e-28
      840.000  3.13925e-28
      850.000  3.76232e-28
      860.000  4.51736e-28
      870.000  5.43387e-28
      880.000  6.54824e-28
      890.000  7.90546e-28
      900.000  9.56118e-28
      910.000  1.15844e-27
      920.000  1.40608e-27
      930.000  1.70969e-27
      940.000  2.08252e-27
      950.000  2.54110e-27
      960.000  3.10607e-27
      970.000  3.80323e-27
      980.000  4.66489e-27
      990.000  5.73156e-27
      1000.00  7.05414e-27
